"index_type","nsec","model_pred1","model_pred2","model_pred3","model_pred4"
"1",10,10.2533800939629,9.8659450806553,10.1895877260657,9.75817978381051
"5",0,0.0155719639889212,0.0157025798992975,0.0127693902720091,0.0105541442695704
"5",0,0.0177225731856126,0.0129211483139151,0.0151631415281575,0.0104123588199888
"1",0,0.260504799421523,0.297026891964551,0.229049867622171,0.276647339507137
"1",0,0.103926921605082,0.0993415294775686,0.118223234262635,0.125047285989343
"5",0,0.0167563738330167,0.0106870638255421,0.0149693977426583,0.00997974685256994
"5",0,0.163425012793494,0.144242299756233,0.155250522036506,0.132621402058796
"1",0,0.327136508006244,0.282040451961713,0.323378963395645,0.266724145572211
"4",0,0.203571058812392,0.167731597625376,0.19541350189702,0.157291463106905
"1",0,0.0696294734290398,0.0678380482104843,0.074420459342379,0.0782299645104804
"4",0,0.149758356220426,0.133903684559946,0.149038084367139,0.138822105651617
"5",0,0.453894748176505,0.42378158093115,0.45333865780473,0.415961597162604
"4",0,0.150573706877154,0.134252678871606,0.17423291008222,0.148940234513168
"4",0,0.10997941319739,0.103975324488987,0.112342793664359,0.102415342148316
"4",0,0.138870253278974,0.127656255674852,0.146320683773108,0.129160252751712
"5",0,0.321625967311312,0.251476359264722,0.320628289044445,0.252474956579441
"5",0,0.0159659553981659,0.00801488177296127,0.0147182097645879,0.00740917779870816
"4",0,0.187669995436792,0.201274173544096,0.163510630281594,0.175274134634182
"4",0,0.197827687305431,0.192985953284545,0.20881767414448,0.185512607118973
"4",0,0.300768511018858,0.29893428915731,0.278812275272725,0.274602098890114
"1",0,0.33493759807058,0.289142530500293,0.280298158155526,0.23875269524709
"5",0,0.353123111112253,0.30884274030222,0.333905042780579,0.308453234230025
"5",0,0.105023169835673,0.0781283932684587,0.0916786951801124,0.0722038269853722
"1",0,0.32240268046499,0.296950067107076,0.299738201943452,0.296534434293456
"5",0,0.22019997266858,0.206762743596422,0.193403748489274,0.186461278844742
"4",0,0.330952755483863,0.311521631114198,0.296648222508428,0.275665360412379
"1",0,0.295442521460514,0.276149557878246,0.260831313517427,0.249393336450898
"5",1,1.51191342817805,1.28998789289241,1.4844569938822,1.30749882204034
"5",1,1.51191342817805,1.28998789289241,1.4844569938822,1.30749882204034
"5",4,3.63107095136847,3.33635200347387,3.62440521553701,3.4484818990205
"5",5,1.67752536575936,1.78320238569653,1.60661688785083,1.77889571321648
"5",5,5.46968979989611,5.50358654112041,5.69804783210082,5.69491295331727
"5",5,5.46968979989611,5.50358654112041,5.69804783210082,5.69491295331727
"2",1,0.426816357090905,0.799906662190827,0.375890399952279,0.799004749449495
"1",1,1.23024295986991,1.27395299142375,1.27143624016844,1.28964794041091
"1",1,1.24445527078389,1.24296289050215,1.30464552768024,1.23941784861672
"1",1,0.572591137650687,0.55167908731763,0.571128536596339,0.598193245650173
"5",2,1.38742154875109,1.37647810620668,1.44232341615773,1.42683643718461
"2",0,0.543187134772122,0.509569877424179,0.545704340886332,0.485038989192376
"2",0,0.722258491092555,0.599607515727462,0.66122974900416,0.553347072622183
"5",0,0.322928484839974,0.283060718496058,0.338230558505067,0.29407198439018
"2",0,0.775155060150866,0.652259531037153,0.72969029406886,0.602942988408197
"1",0,0.397688080826022,0.340219338849658,0.421080363095782,0.353166202064458
"3",0,0.370912460688597,0.371233914143312,0.373456365659108,0.342007921205536
"5",0,0.449126216543884,0.37801781541837,0.375710834099863,0.314898155454342
"5",0,0.305433528602285,0.290824375289567,0.320180222691124,0.281335700338394
"5",0,0.212195387650739,0.204623914213434,0.200057060230901,0.182134981306184
"1",2,1.92479981706574,1.77586546595657,2.17658404123038,2.09359471586498
"5",0,0.111426917515235,0.0935461284174109,0.0940629037428468,0.0758364581486289
"3",0,1.01976213971654,0.740960750294038,1.05201658055003,0.803807468471727
"1",0,0.214996244811452,0.340458659733426,0.222839354750758,0.363682868182571
"5",0,0.158295769738873,0.141122445189205,0.150276120797087,0.135892064485902
"1",0,0.250892199907051,0.222756799065798,0.224376249905166,0.206532394700924
"5",0,0.247390487772636,0.229857559640515,0.265956962435964,0.252271836838502
"1",0,0.444566202779376,0.412913929405383,0.475212397511024,0.440210496220708
"5",0,0.480086781810437,0.485981575627041,0.45180175248906,0.46381401564584
"1",0,0.795386553415347,0.718881426165518,0.816502160684152,0.732523574954045
"1",0,0.0273316440625254,0.0141879747966889,0.0267379767362513,0.0138352938210393
"5",0,0.587843357805081,0.624672796790544,0.582012246241239,0.606095569492525
"1",3,1.76130492901201,2.17670577464521,1.88336817853486,2.25697660641382
"1",12,8.36357940042715,7.83438793049937,8.41016218498197,7.9088763248842
"2",0,0.304101188718413,0.285397785230163,0.276316204410244,0.25419223378409
"2",0,0.304101188718413,0.285397785230163,0.276316204410244,0.25419223378409
"1",1,1.12581308487964,1.14838081435225,1.18906040180395,1.18780333014119
"2",10,8.30252194282408,8.80006497580294,8.73046104080203,9.17453477071112
"1",2,2.09721434631813,2.07041947537983,2.13425715920589,2.1005763472594
"5",1,1.25506467370343,1.1093676082597,1.28433288952018,1.21017052516359
"5",1,1.25506467370343,1.1093676082597,1.28433288952018,1.21017052516359
"1",2,2.48154912709387,2.45860744950221,2.6039882686284,2.59419832987934
"3",3,3.06257833722268,3.17464937143335,2.92873977675643,2.9956290038891
"1",3,1.73159647158719,1.80706725162871,1.70174038369872,1.80943380000501
"3",3,4.23193441570598,4.04916918236676,4.02348099182839,3.95781266118397
"1",2,1.40698197993954,1.41236456551348,1.51268880920192,1.54781768741901
"1",1,1.13854005851194,1.14598239571962,1.12603140842292,1.13069986994853
"5",4,6.81208345981685,6.60193794052477,6.98838705650616,6.77151286601938
"1",5,4.46803657798049,4.46528276702214,4.69829977696502,4.70787348283921
"1",4,1.61490865949221,1.66159260087893,1.8432003062466,1.90456636682462
"1",1,1.2050313414852,1.26947151967704,1.40919380091305,1.4694681942389
"1",0,0.341112376938017,0.402358694744048,0.349106308725255,0.374422118624676
"1",0,0.341112376938017,0.402358694744048,0.349106308725255,0.374422118624676
"1",0,0.203550412561107,0.187126732802548,0.217712428368832,0.215450577712318
"1",0,0.203550412561107,0.187126732802548,0.217712428368832,0.215450577712318
"2",1,0.859376010047142,0.810307981454822,0.848483442452385,0.794137805273057
"4",0,0.691481216287519,0.650857106861622,0.631341090614441,0.594740960157959
"4",0,0.691481216287519,0.650857106861622,0.631341090614441,0.594740960157959
"5",5,3.71834142318962,3.72694213781642,4.07772145736037,4.06812416158771
"3",6,4.8118913018799,5.26280305965708,4.7847710657677,5.28388994174745
"1",0,0.161214057995528,0.150956388336544,0.15891734780113,0.157336575184942
"1",0,0.161214057995528,0.150956388336544,0.15891734780113,0.157336575184942
